Feature_Name,Feature_Name_CN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_CN,Approval_Date,Origin,Origin_CN
Struve D,结构D,Moon,10.06,25.34,-73.76,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve F,支撑F,Moon,8.26,22.48,-73.71,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve G,支撑G,Moon,14.28,23.9,-74,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve H,支撑H,Moon,21.17,25.18,-83.36,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve K,支撑K,Moon,6.49,23.46,-73.07,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve L,支撑L,Moon,15.04,20.68,-76.15,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Struve M,支撑M,Moon,14.94,23.28,-75.3,Planetographic  +East  -180 - 180,Approved,已批准,2006,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).,奥托·威廉·冯；德国出生的俄罗斯天文学家（1819-1905）；奥托；美国天文学家（1897-1963）；弗里德里希·乔治·威廉·冯；德国出生的俄罗斯天文学家（1793-1864）。
Stubby,粗短,Moon,0.93,-9.09,15.48,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 16 site.",宇航员命名的功能，阿波罗16号站点。
Subbotin,子机器人,Moon,71.66,-29.32,135.71,Planetographic  +East  -180 - 180,Approved,已批准,1970,Mikhail Fedorovich; Soviet astronomer (1893-1966).,米哈伊尔·费多罗维奇（Mikhail Fedorovich）；理事会天文学家（1893-1966）。
Subbotin J,子机器人J,Moon,19.96,-32.04,138.63,Planetographic  +East  -180 - 180,Approved,已批准,2006,Mikhail Fedorovich; Soviet astronomer (1893-1966).,米哈伊尔·费多罗维奇（Mikhail Fedorovich）；理事会天文学家（1893-1966）。
Subbotin Q,Subbotin Q,Moon,15.95,-30.84,134.82,Planetographic  +East  -180 - 180,Approved,已批准,2006,Mikhail Fedorovich; Soviet astronomer (1893-1966).,米哈伊尔·费多罗维奇（Mikhail Fedorovich）；理事会天文学家（1893-1966）。
Subbotin R,Subbotin R,Moon,17.01,-31.34,134.16,Planetographic  +East  -180 - 180,Approved,已批准,2006,Mikhail Fedorovich; Soviet astronomer (1893-1966).,米哈伊尔·费多罗维奇（Mikhail Fedorovich）；理事会天文学家（1893-1966）。
Suess,苏斯,Moon,8.39,4.36,-47.72,Planetographic  +East  -180 - 180,Approved,已批准,1935,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess B,Suess B,Moon,7.44,5.66,-47.39,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess D,苏斯·D,Moon,6.53,4.67,-46.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess F,苏斯·F,Moon,6.85,1.16,-44.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess G,苏斯·G,Moon,3.69,3.41,-48.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess H,苏斯·H,Moon,3.77,3.96,-45.75,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess J,苏斯·J,Moon,3.32,6.89,-48.53,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess K,苏斯·K,Moon,2.75,6.55,-50.08,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Suess L,苏斯·L,Moon,4.34,6.08,-50.56,Planetographic  +East  -180 - 180,Approved,已批准,2006,Eduard; Austrian geologist (1831-1914).,爱德华奥地利地质学家（1831-1914）。
Sulpicius Gallus,苏尔皮修斯,Moon,11.61,19.63,11.68,Planetographic  +East  -180 - 180,Approved,已批准,1935,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sulpicius Gallus A,得意忘形,Moon,3.99,22.08,8.93,Planetographic  +East  -180 - 180,Approved,已批准,2006,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sulpicius Gallus B,Sulpicius B,Moon,6.43,17.98,12.97,Planetographic  +East  -180 - 180,Approved,已批准,2006,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sulpicius Gallus G,Sulpicius G,Moon,5.4,19.8,6.31,Planetographic  +East  -180 - 180,Approved,已批准,2006,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sulpicius Gallus H,法国苏尔皮克修斯,Moon,3.42,20.55,5.74,Planetographic  +East  -180 - 180,Approved,已批准,2006,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sulpicius Gallus M,Sulpicius 1000,Moon,4.34,20.4,8.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).,高斯罗马天文学家（unkn-fl。C. B.C. 166）。
Sumner,萨姆纳,Moon,52.87,37.62,108.76,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Thomas Hubbard; American geographer, navigator (1807-1876).",托马斯·哈伯德；美国地理学家，航海家（1807-1876）。
Sumner G,萨姆纳G,Moon,17.54,37.42,110.42,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Thomas Hubbard; American geographer, navigator (1807-1876).",托马斯·哈伯德；美国地理学家，航海家（1807-1876）。
Sundman,桑德曼,Moon,41.04,10.76,-91.69,Planetographic  +East  -180 - 180,Approved,已批准,1970,Karl Frithiof; Finnish astronomer (1873-1949).,卡尔·弗里索夫（Karl Frithiof）；芬兰天文学家（1873-1949）。
Sundman J,桑德曼J,Moon,10.34,8.84,-90.24,Planetographic  +East  -180 - 180,Approved,已批准,2006,Karl Frithiof; Finnish astronomer (1873-1949).,卡尔·弗里索夫（Karl Frithiof）；芬兰天文学家（1873-1949）。
Sundman V,桑德曼B,Moon,17.93,11.96,-93.56,Planetographic  +East  -180 - 180,Approved,已批准,2006,Karl Frithiof; Finnish astronomer (1873-1949).,卡尔·弗里索夫（Karl Frithiof）；芬兰天文学家（1873-1949）。
Surveyor,验船师,Moon,0.2,-3.02,-23.42,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 12 site.",宇航员命名的功能，阿波罗12号站点。
Susan,苏珊,Moon,0.95,-11,-6.3,Planetographic  +East  -180 - 180,Approved,已批准,1976,English female name.,英文女性名字。
Svedberg,斯韦德伯格,Moon,15.34,-81.68,65.15,Planetographic  +East  -180 - 180,Approved,已批准,"Jan 22, 2009","Theodor; Swedish chemist, Nobel Prize winner 1926 (1884-1971).",西奥多;瑞典化学家，1926年（1884-1971年）诺贝尔奖获得者。
Sverdrup,Sverdrup,Moon,32.83,-88.32,-153.39,Planetographic  +East  -180 - 180,Approved,已批准,2000,Otto; Norwegian polar explorer (1855-1930).,奥托；挪威极地探险家（1855-1930）。
Swann,斯旺,Moon,42.18,51.96,112.52,Planetographic  +East  -180 - 180,Approved,已批准,1970,William Francis Gray; Anglo-American physicist (1884-1962).,威廉·弗朗西斯·格雷；英美物理学家（1884-1962）。
Swann A,斯旺A,Moon,14.49,52.95,113.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,William Francis Gray; Anglo-American physicist (1884-1962).,威廉·弗朗西斯·格雷；英美物理学家（1884-1962）。
Swann C,斯旺C,Moon,20.72,52.9,114.28,Planetographic  +East  -180 - 180,Approved,已批准,2006,William Francis Gray; Anglo-American physicist (1884-1962).,威廉·弗朗西斯·格雷；英美物理学家（1884-1962）。
Swasey,斯瓦西,Moon,24.85,-5.46,89.67,Planetographic  +East  -180 - 180,Approved,已批准,1976,Ambrose; American inventor (1846-1937).,安布罗斯美国发明家（1846-1937）。
Swift,迅速,Moon,10.06,19.35,53.44,Planetographic  +East  -180 - 180,Approved,已批准,1976,Lewis; American astronomer (1820-1913).,刘易斯美国天文学家（1820-1913）。
Sylvester,西尔维斯特,Moon,59.28,82.65,-81.22,Planetographic  +East  -180 - 180,Approved,已批准,1964,James Joseph; British mathematician (1814-1897).,詹姆斯·约瑟夫英国数学家（1814-1897）。
Sylvester N,西尔维斯特·N,Moon,19.98,82.41,-68.68,Planetographic  +East  -180 - 180,Approved,已批准,2006,James Joseph; British mathematician (1814-1897).,詹姆斯·约瑟夫英国数学家（1814-1897）。
Szilard,西拉德,Moon,127.22,33.71,105.78,Planetographic  +East  -180 - 180,Approved,已批准,1970,Leo; Hungarian-American physicist (1898-1964).,狮子座匈牙利裔美国物理学家（1898-1964）。
Szilard H,西拉德·H,Moon,49.25,32.65,108.23,Planetographic  +East  -180 - 180,Approved,已批准,2006,Leo; Hungarian-American physicist (1898-1964).,狮子座匈牙利裔美国物理学家（1898-1964）。
Szilard M,西拉德M,Moon,24.06,31.25,106.71,Planetographic  +East  -180 - 180,Approved,已批准,2006,Leo; Hungarian-American physicist (1898-1964).,狮子座匈牙利裔美国物理学家（1898-1964）。
Tacchini,火鸡,Moon,42.58,5.08,85.82,Planetographic  +East  -180 - 180,Approved,已批准,1973,Pietro; Italian astronomer (1838-1905).,Pietro;意大利天文学家（1838-1905）。
Tacitus,塔西us,Moon,39.81,-16.2,18.95,Planetographic  +East  -180 - 180,Approved,已批准,1935,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus A,沉默,Moon,10.21,-17.47,20.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus B,沉默,Moon,12.17,-14.05,20.45,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus C,100静音,Moon,9.01,-13.7,19.79,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus D,500静音,Moon,22.59,-13.52,20.92,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus E,E默默地,Moon,8.78,-13.95,20.13,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus F,我默默地F,Moon,9.84,-17.09,17.55,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus G,沉默的G,Moon,6.12,-17.46,18.23,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus H,沉默,Moon,5.82,-17.83,18.52,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus J,我在想,Moon,2.74,-14.99,19.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus K,沉默,Moon,3.54,-13.12,19.99,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus L,我默默地50,Moon,4.06,-14.4,20.9,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus M,我默默地1000,Moon,5.85,-13.97,21.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus N,我无声无息,Moon,6.79,-16.95,19.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus O,哦，沉默,Moon,4.66,-13.94,21.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus Q,Q沉默,Moon,4.26,-18,20.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus R,沉默,Moon,4.98,-16.7,19.69,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus S,我默默地,Moon,8.9,-14.5,19.09,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacitus X,我默默地10,Moon,3.83,-15.89,18.17,Planetographic  +East  -180 - 180,Approved,已批准,2006,Cornelius; Roman historian (c. 55-120).,科尼利厄斯罗马历史学家（约55-120年）。
Tacquet,球拍,Moon,6.43,16.64,19.2,Planetographic  +East  -180 - 180,Approved,已批准,1935,Andre; Belgian mathematician (1612-1660).,安德烈比利时数学家（1612-1660）。
Tacquet B,球拍B,Moon,15.36,15.94,20.07,Planetographic  +East  -180 - 180,Approved,已批准,2006,Andre; Belgian mathematician (1612-1660).,安德烈比利时数学家（1612-1660）。
Tacquet C,球拍C,Moon,4.98,13.47,21.08,Planetographic  +East  -180 - 180,Approved,已批准,2006,Andre; Belgian mathematician (1612-1660).,安德烈比利时数学家（1612-1660）。
Tai Wei,太微,Moon,0.48,44.15,-19.49,Planetographic  +East  -180 - 180,Approved,已批准,"Oct 5, 2015",One of three enclosures in Chinese ancient star map.,中国古代星图中的三个附件之一。
Taizo,我想要,Moon,8.19,24.7,2.2,Planetographic  +East  -180 - 180,Approved,已批准,1979,Japanese male name.,日本男名。
Talbot,塔尔伯特,Moon,12.36,-2.47,85.3,Planetographic  +East  -180 - 180,Approved,已批准,1976,"William Henry Fox; British photographer, physicist, archaeologist (1800-1877).",威廉·亨利·福克斯；英国摄影师，物理学家，考古学家（1800-1877）。
Tamm,塔姆,Moon,40.54,-4.32,146.38,Planetographic  +East  -180 - 180,Approved,已批准,1979,"Igor Yevgenyevich; Soviet physicist, Nobel laureate (1895-1971).",伊戈尔（Igor Yevgenyevich）苏联物理学家，诺贝尔奖获得者（1895-1971）。
